Id;name;folder;dist_mm;area_mm;golden_ratio;sagging;tilt;out_angle;in_angle;elongation
0;E:\Data\CT2020\Portraits\Chine\021.JPG;Chine;54.2551236;202.87125;1.799894404;0.997529176;0.200656827;0.956847227;0.868603981;0.317324247
1;E:\Data\CT2020\Portraits\Chine\024.JPG;Chine;42.32387807;184.23;1.800092342;0.961693881;0.140710384;0.994682024;0.876808392;0.334803558
2;E:\Data\CT2020\Portraits\Chine\025.JPG;Chine;46.35932274;211.7475;1.794218698;0.987936538;0.163840252;1.088160684;0.919138487;0.359696147
3;E:\Data\CT2020\Portraits\Chine\027.JPG;Chine;48.40579714;202.53375;1.806995895;1.023654804;0.152157633;1.095086076;0.92515294;0.362138359
4;E:\Data\CT2020\Portraits\Chine\030.JPG;Chine;48.77243395;173.458125;1.785965227;1.061375224;0.164125951;1.038264634;0.904627266;0.35303449
5;E:\Data\CT2020\Portraits\Chine\031.JPG;Chine;46.63923869;161.566875;1.785905494;1.058982339;0.165954309;0.860719455;0.798914065;0.280950889
6;E:\Data\CT2020\Portraits\Chine\033.JPG;Chine;45.02535215;151.16625;1.784801674;1.020393029;0.131489422;0.987407992;0.869952694;0.319196783
7;E:\Data\CT2020\Portraits\Chine\036.JPG;Chine;41.88167526;137.739375;1.798711552;1.035399806;0.18983128;0.946605804;0.809949614;0.307520474
8;E:\Data\CT2020\Portraits\Chine\038.JPG;Chine;42.90505136;105.350625;1.832125423;1.069372063;0.10564172;0.731723179;0.695171232;0.250303305
9;E:\Data\CT2020\Portraits\Chine\040.JPG;Chine;43.54120833;146.334375;1.780279367;0.954302518;0.148145685;0.889301497;0.814248008;0.292893959
10;E:\Data\CT2020\Portraits\Chine\042.JPG;Chine;45.54668364;160.695;1.79091921;1.056352912;0.163735497;0.927566802;0.861651075;0.315778477
11;E:\Data\CT2020\Portraits\Chine\043.JPG;Chine;48.05273011;154.7775;1.771409069;1.082643084;0.166507067;0.781380302;0.748339254;0.263462448
12;E:\Data\CT2020\Portraits\Chine\046.JPG;Chine;42.2298333;167.13;1.817059354;1.04953181;0.173747394;1.077711044;0.859863931;0.347646942
13;E:\Data\CT2020\Portraits\Chine\047.JPG;Chine;39.65339323;212.54625;1.827724804;0.976536363;0.150721931;1.194510891;0.985459935;0.388333742
14;E:\Data\CT2020\Portraits\Chine\050.JPG;Chine;45.04105588;173.626875;1.782967906;0.979049477;0.146688935;0.869508762;0.809379895;0.298740634
15;E:\Data\CT2020\Portraits\Chine\052.JPG;Chine;48.70945457;174.459375;1.807623879;1.003338094;0.150587224;0.970489038;0.881222994;0.318765827
16;E:\Data\CT2020\Portraits\Chine\053.JPG;Chine;44.24261207;169.32375;1.79316902;0.958941559;0.141404152;0.944106371;0.812924027;0.312064527
17;E:\Data\CT2020\Portraits\Chine\056.JPG;Chine;43.97458282;162.0675;1.793745491;0.966967644;0.144525257;0.987530894;0.837454947;0.324657709
18;E:\Data\CT2020\Portraits\Chine\058.JPG;Chine;47.24084649;192.223125;1.796644175;1.032261629;0.163440142;0.935056808;0.786663068;0.308094779
19;E:\Data\CT2020\Portraits\Chine\060.JPG;Chine;45.88547218;163.130625;1.768546282;0.978446502;0.175979496;0.969923793;0.885462088;0.326252701
20;E:\Data\CT2020\Portraits\Chine\061.JPG;Chine;43.86519013;197.37;1.79994763;1.025317706;0.158245077;0.987307702;0.819871435;0.320286529
21;E:\Data\CT2020\Portraits\Chine\064.JPG;Chine;43.07679349;141.26625;1.831505192;0.971551073;0.145304519;0.916908502;0.76889548;0.297134073
22;E:\Data\CT2020\Portraits\Chine\066.JPG;Chine;46.27954582;177.73875;1.77969864;1.027006261;0.19095039;0.916358435;0.804031371;0.3039825
23;E:\Data\CT2020\Portraits\Chine\068.JPG;Chine;50.24796815;165.07125;1.804649833;1.007055855;0.178898407;0.940998076;0.810159075;0.307797477
24;E:\Data\CT2020\Portraits\Chine\070.JPG;Chine;43.80677313;137.655;1.784236042;1.011514652;0.186197381;0.94417268;0.780645139;0.301113371
25;E:\Data\CT2020\Portraits\Chine\072.JPG;Chine;46.545922;136.35;1.789627535;1.073695817;0.162687644;0.78614325;0.684249323;0.259755112
26;E:\Data\CT2020\Portraits\Chine\074.JPG;Chine;43.66447591;143.5275;1.788565904;1.02262811;0.157359005;0.934038241;0.831384631;0.305286612
27;E:\Data\CT2020\Portraits\Chine\076.JPG;Chine;42.70283541;147.178125;1.795570868;1.055599931;0.177666313;0.986781972;0.847609309;0.324872989
28;E:\Data\CT2020\Portraits\Chine\077.JPG;Chine;48.83031937;132.31125;1.791204032;1.056269645;0.159911276;0.715613755;0.709013646;0.246851639
29;E:\Data\CT2020\Portraits\Chine\080.JPG;Chine;42.15508155;150.406875;1.759079209;1.016178999;0.178376828;0.951372438;0.816647324;0.307783273
30;E:\Data\CT2020\Portraits\Chine\081.JPG;Chine;52.33307315;141.22125;1.778166739;1.077703187;0.174524137;0.744427872;0.594298294;0.233607443
31;E:\Data\CT2020\Portraits\Chine\084.JPG;Chine;41.88508973;161.623125;1.813081082;0.94815938;0.155755223;1.028059317;0.86293848;0.341259732
32;E:\Data\CT2020\Portraits\Chine\085.JPG;Chine;47.16446287;140.70375;1.766756419;1.048370267;0.198168202;0.884262131;0.823070501;0.303492286
33;E:\Data\CT2020\Portraits\Chine\087.JPG;Chine;43.83618839;157.820625;1.76724272;1.026313095;0.173101597;0.903619989;0.829766392;0.300291255
34;E:\Data\CT2020\Portraits\Chine\089.JPG;Chine;45.0492433;208.20375;1.81285828;0.987519042;0.155361827;1.0650072;0.90144617;0.342130929
35;E:\Data\CT2020\Portraits\Chine\092.JPG;Chine;46.21611227;207.320625;1.799190941;0.932992875;0.128579824;1.123356418;0.936217035;0.361740495
36;E:\Data\CT2020\Portraits\Chine\094.JPG;Chine;47.74543196;150.7725;1.832590405;0.969091722;0.123177966;0.864170451;0.745253915;0.289789017
37;E:\Data\CT2020\Portraits\Chine\095.JPG;Chine;48.22605241;155.295;1.821074021;1.021738421;0.121579136;0.908036575;0.821605487;0.310432126
38;E:\Data\CT2020\Portraits\Chine\098.JPG;Chine;39.9229502;144.765;1.785876766;0.965812429;0.17039993;1.008659532;0.854284163;0.334127959
39;E:\Data\CT2020\Portraits\Chine\100.JPG;Chine;43.84130629;102.8925;1.772450556;1.079590649;0.136009209;0.792017504;0.726486327;0.2628211
40;E:\Data\CT2020\Portraits\Chine\101.JPG;Chine;48.2514745;180.253125;1.790005563;0.977151474;0.180294093;1.01570559;0.848953773;0.327210165
41;E:\Data\CT2020\Portraits\Chine\104.JPG;Chine;46.01077001;117.410625;1.807102912;1.032401598;0.15704878;0.8107502;0.770761303;0.281465872
42;E:\Data\CT2020\Portraits\Chine\106.JPG;Chine;46.85338548;181.51875;1.817650014;0.891673866;0.138785395;0.980496465;0.890406077;0.337922945
43;E:\Data\CT2020\Portraits\Chine\108.JPG;Chine;48.7392439;138.560625;1.803046914;1.034136991;0.132749185;0.813410796;0.744129613;0.271668548
44;E:\Data\CT2020\Portraits\Chine\109.JPG;Chine;40.54253804;163.051875;1.806473719;0.799527189;0.126093445;1.068604897;0.915614902;0.362253927
45;E:\Data\CT2020\Portraits\Chine\112.JPG;Chine;45.1685311;170.634375;1.785306172;0.978736813;0.140981432;0.968073872;0.824721427;0.317488152
46;E:\Data\CT2020\Portraits\Chine\114.JPG;Chine;46.05750161;164.176875;1.797927898;0.955762692;0.158109324;0.949961677;0.78425218;0.307789687
47;E:\Data\CT2020\Portraits\Chine\116.JPG;Chine;46.85904883;119.35125;1.794666065;1.14863542;0.125843938;0.699340781;0.644592914;0.229264813
48;E:\Data\CT2020\Portraits\Chine\117.JPG;Chine;47.25812055;136.72125;1.811875292;1.006933154;0.113537265;0.842784655;0.753585897;0.279832546
49;E:\Data\CT2020\Portraits\Chine\120.JPG;Chine;45.69351223;171.25875;1.776676193;1.028674196;0.173244587;0.906737136;0.791667025;0.296654193
50;E:\Data\CT2020\Portraits\Chine\122.JPG;Chine;42.10295637;152.341875;1.816319864;0.980073533;0.149860199;1.060225665;0.85818181;0.333351251
51;E:\Data\CT2020\Portraits\Chine\124.JPG;Chine;45.95122308;197.746875;1.789582636;1.007379334;0.159803139;1.075687195;0.882455368;0.342053663
52;E:\Data\CT2020\Portraits\Chine\126.JPG;Chine;45.36714414;149.596875;1.794898566;1.060462146;0.153397603;0.905110398;0.827954603;0.300891509
53;E:\Data\CT2020\Portraits\Chine\128.JPG;Chine;46.90910531;184.865625;1.82511701;0.967560103;0.170310808;1.062022261;0.868405679;0.341822153
54;E:\Data\CT2020\Portraits\Chine\130.JPG;Chine;44.86209555;193.62375;1.809324185;0.972172197;0.145796711;1.052122862;0.958965459;0.357516822
55;E:\Data\CT2020\Portraits\Chine\131.JPG;Chine;46.94880111;187.8975;1.812345284;0.933708736;0.146329329;1.028699856;0.894579675;0.339250844
56;E:\Data\CT2020\Portraits\Chine\134.JPG;Chine;45.07950474;90.140625;1.791746365;1.155393701;0.120790204;0.632571927;0.572530867;0.209285055
57;E:\Data\CT2020\Portraits\Chine\135.JPG;Chine;48.68451312;166.0275;1.833595564;1.104720063;0.142421453;0.856388957;0.757765003;0.291708997
58;E:\Data\CT2020\Portraits\Chine\138.JPG;Chine;44.85194161;107.353125;1.783178454;1.05840366;0.110224286;0.612113191;0.596728186;0.209707448
59;E:\Data\CT2020\Portraits\Chine\139.JPG;Chine;46.05059987;111.47625;1.804476487;1.010697402;0.141790967;0.784906325;0.688246915;0.256578824
60;E:\Data\CT2020\Portraits\Chine\142.JPG;Chine;41.0515858;150.328125;1.787785845;0.970854362;0.179317797;0.968850478;0.842191637;0.327441601
61;E:\Data\CT2020\Portraits\Chine\144.JPG;Chine;46.66884921;161.73;1.791827214;1.060457428;0.134683048;0.857586532;0.744577177;0.283978632
62;E:\Data\CT2020\Portraits\Chine\146.JPG;Chine;47.96201376;144.4275;1.763519471;1.099679442;0.17995902;0.794959971;0.734786305;0.266045224
63;E:\Data\CT2020\Portraits\Chine\148.JPG;Chine;40.35642731;159.28875;1.803774118;0.994542049;0.117315218;0.900197425;0.775920737;0.296673664
64;E:\Data\CT2020\Portraits\Chine\150.JPG;Chine;44.26728644;127.7775;1.768812447;1.079861379;0.131169102;0.731346516;0.704231241;0.252172047
65;E:\Data\CT2020\Portraits\Chine\151.JPG;Chine;46.09959418;87.226875;1.777334418;1.145852131;0.145088117;0.644924321;0.606530505;0.21505149
66;E:\Data\CT2020\Portraits\Chine\154.JPG;Chine;45.80678586;159.744375;1.777138259;1.095527312;0.154704673;0.990361755;0.844661868;0.318659992
67;E:\Data\CT2020\Portraits\Chine\155.JPG;Chine;44.03069076;166.663125;1.795354334;0.995679609;0.127622304;0.969111557;0.859696537;0.328247792
68;E:\Data\CT2020\Portraits\Chine\158.JPG;Chine;45.01973698;154.06875;1.764774627;1.074402289;0.186237458;0.923475301;0.794675294;0.299789651
69;E:\Data\CT2020\Portraits\Chine\159.JPG;Chine;44.49263965;188.544375;1.80360385;1.049760067;0.17034736;1.041936644;0.891213816;0.360371627
70;E:\Data\CT2020\Portraits\Chine\162.JPG;Chine;41.91088252;145.0575;1.785343706;1.002863973;0.125079885;0.839307554;0.754561677;0.292366802
71;E:\Data\CT2020\Portraits\Chine\164.JPG;Chine;40.1365132;135.725625;1.834172404;1.000353385;0.166360239;0.91990058;0.796152344;0.306958653
72;E:\Data\CT2020\Portraits\Chine\166.JPG;Chine;50.24715839;178.95375;1.805586726;1.046523305;0.169447568;0.955948036;0.83660558;0.321049164
73;E:\Data\CT2020\Portraits\Chine\167.JPG;Chine;42.66819562;171.669375;1.83581916;0.995138852;0.153934616;1.038439218;0.853267229;0.341910204
74;E:\Data\CT2020\Portraits\Chine\169.JPG;Chine;40.86377385;127.5975;1.84033484;0.922984594;0.114076909;0.977904933;0.895318325;0.340890024
75;E:\Data\CT2020\Portraits\Chine\171.JPG;Chine;48.39324648;127.8675;1.77675999;1.121716763;0.196158345;0.736319815;0.666253103;0.238672952
76;E:\Data\CT2020\Portraits\Chine\173.JPG;Chine;43.37686243;120.560625;1.78510463;1.071205818;0.130162572;0.833232356;0.778952385;0.274784294
77;E:\Data\CT2020\Portraits\Chine\176.JPG;Chine;41.89722235;112.989375;1.824053814;1.036487494;0.171311449;0.76543665;0.672562275;0.271726684
78;E:\Data\CT2020\Portraits\Chine\177.JPG;Chine;50.91197124;105.075;1.793794304;1.14875553;0.149104603;0.596144605;0.529121841;0.192589986
79;E:\Data\CT2020\Portraits\Chine\180.JPG;Chine;48.06022902;160.66125;1.797707708;0.991383144;0.148543159;1.057480545;0.944750093;0.354731199
80;E:\Data\CT2020\Portraits\Chine\182.JPG;Chine;43.22126052;157.93875;1.794173095;1.038159497;0.148174934;1.067034181;0.952562967;0.352636034
81;E:\Data\CT2020\Portraits\Chine\184.JPG;Chine;49.1629764;149.25375;1.82186223;1.029267738;0.119756488;0.799927293;0.710907557;0.27138804
82;E:\Data\CT2020\Portraits\Chine\185.JPG;Chine;44.85816844;170.505;1.813788143;1.020241386;0.169347738;0.966527279;0.838546005;0.329883559
83;E:\Data\CT2020\Portraits\Chine\188.JPG;Chine;44.45952979;163.704375;1.780899678;1.088654524;0.113222819;0.863961969;0.711551598;0.283726268
84;E:\Data\CT2020\Portraits\Chine\190.JPG;Chine;48.20475447;154.98;1.80415267;0.995465503;0.141986435;0.864971447;0.803286156;0.306690868
85;E:\Data\CT2020\Portraits\Chine\192.JPG;Chine;45.07071114;121.87125;1.798306253;1.103840232;0.15294136;0.881650981;0.821568076;0.301536311
86;E:\Data\CT2020\Portraits\Chine\194.JPG;Chine;46.80792217;171.894375;1.806043651;0.985591696;0.169382283;1.019723156;0.885501387;0.338320815
87;E:\Data\CT2020\Portraits\Chine\195.JPG;Chine;40.52249156;134.859375;1.78379687;1.124635089;0.154291098;0.93626971;0.829590951;0.314213449
88;E:\Data\CT2020\Portraits\Chine\198.JPG;Chine;45.70479724;120.639375;1.771873261;1.076080237;0.172223214;0.721600777;0.658993828;0.239293308
89;E:\Data\CT2020\Portraits\Chine\200.JPG;Chine;43.7217723;199.558125;1.800252073;0.928610589;0.120430957;0.987752828;0.835529462;0.32462516
90;E:\Data\CT2020\Portraits\Chine\201.JPG;Chine;46.04014664;111.493125;1.801658915;1.057657878;0.112182981;0.690814311;0.663523581;0.235548037
91;E:\Data\CT2020\Portraits\Chine\203.JPG;Chine;39.57067853;170.29125;1.784324975;1.02520443;0.151541934;1.088454417;0.916587877;0.359044084
92;E:\Data\CT2020\Portraits\Chine\205.JPG;Chine;50.96903388;176.664375;1.793843439;1.006776567;0.164192421;0.972955133;0.856584451;0.33074494
93;E:\Data\CT2020\Portraits\Chine\208.JPG;Chine;48.79525499;180.52875;1.803876523;0.976653676;0.135851046;0.881811811;0.727234287;0.292145551
94;E:\Data\CT2020\Portraits\Chine\209.JPG;Chine;48.65516244;107.26875;1.779570018;1.080664901;0.122759576;0.662934657;0.600662529;0.216402368
95;E:\Data\CT2020\Portraits\Chine\211.JPG;Chine;45.62734811;142.689375;1.829229581;1.058288421;0.137969854;0.939714904;0.802653573;0.299396898
96;E:\Data\CT2020\Portraits\Chine\213.JPG;Chine;43.20791906;141.710625;1.796534124;1.08194995;0.135347136;0.891543077;0.721502943;0.283929422
97;E:\Data\CT2020\Portraits\Chine\216.JPG;Chine;43.30952418;178.048125;1.799712552;0.962596847;0.121614902;0.856085927;0.756043197;0.288390457
98;E:\Data\CT2020\Portraits\Chine\217.JPG;Chine;46.60278967;171.376875;1.776687569;0.988498818;0.160690284;1.05865873;0.927256112;0.359039647
99;E:\Data\CT2020\Portraits\Chine\219.JPG;Chine;43.42735576;112.876875;1.791121018;1.043370327;0.167669253;0.800924635;0.710414578;0.260694715
100;E:\Data\CT2020\Portraits\Chine\221.JPG;Chine;41.91295889;109.92375;1.807770461;1.04777588;0.153895791;0.722617229;0.674228864;0.247690233
101;E:\Data\CT2020\Portraits\Chine\224.JPG;Chine;44.26131984;159.429375;1.808222001;0.972895792;0.157130067;1.018502344;0.937953207;0.344956429
102;E:\Data\CT2020\Portraits\Chine\225.JPG;Chine;41.11054647;166.820625;1.78056827;0.988738457;0.170536078;0.967374387;0.865986091;0.323774518
103;E:\Data\CT2020\Portraits\Chine\227.JPG;Chine;44.58832291;170.173125;1.83341661;1.011899796;0.144991884;1.02423571;0.828268399;0.323039919
104;E:\Data\CT2020\Portraits\Chine\230.JPG;Chine;43.90951728;130.185;1.796563755;1.011670223;0.157954816;0.915187152;0.807280682;0.302361551
105;E:\Data\CT2020\Portraits\Chine\231.JPG;Chine;43.45241163;165.105;1.779525398;0.985119548;0.171802367;1.00791672;0.910990944;0.342249467
106;E:\Data\CT2020\Portraits\Chine\233.JPG;Chine;47.26440869;160.12125;1.810725986;1.045778019;0.146798988;0.950123271;0.812141343;0.317709642
107;E:\Data\CT2020\Portraits\Chine\235.JPG;Chine;44.71647568;121.629375;1.800948489;1.055412757;0.166370744;0.829259956;0.733800038;0.278178777
108;E:\Data\CT2020\Portraits\Chine\237.JPG;Chine;40.86602595;92.874375;1.799039006;1.105371801;0.144805612;0.603491844;0.561558148;0.204285211
109;E:\Data\CT2020\Portraits\Chine\240.JPG;Chine;45.49229976;120.920625;1.800848851;1.087521405;0.148044847;0.769206715;0.761864463;0.277893796
110;E:\Data\CT2020\Portraits\Chine\241.JPG;Chine;45.65781365;155.728125;1.803107467;0.999882584;0.135636042;0.870629703;0.747863858;0.289439862
111;E:\Data\CT2020\Portraits\Chine\244.JPG;Chine;47.45193673;200.784375;1.814889898;0.995697655;0.161531945;1.084758394;0.938850813;0.366534257
112;E:\Data\CT2020\Portraits\Chine\245.JPG;Chine;40.76639586;137.115;1.791032155;1.014110115;0.169732321;0.940382172;0.841287769;0.323450151
113;E:\Data\CT2020\Portraits\Chine\248.JPG;Chine;40.04037131;130.4325;1.802815863;0.967516947;0.159613999;0.908383547;0.748568567;0.311864134
114;E:\Data\CT2020\Portraits\Chine\249.JPG;Chine;47.36159859;181.783125;1.796501276;0.988294894;0.169282661;1.061023821;0.928008213;0.344218432
115;E:\Data\CT2020\Portraits\Chine\251.JPG;Chine;49.55298504;176.05125;1.810420184;1.022766401;0.135215716;0.899438649;0.753120733;0.291117457
116;E:\Data\CT2020\Portraits\Chine\254.JPG;Chine;40.62979055;195.62625;1.806592595;0.718783749;0.131663792;1.241887069;1.044855014;0.418188221
117;E:\Data\CT2020\Portraits\Chine\256.JPG;Chine;43.91159463;138.645;1.771404141;1.078397713;0.164726882;0.778690221;0.736016507;0.261184244
118;E:\Data\CT2020\Portraits\Chine\257.JPG;Chine;46.52255643;144.46125;1.792938422;1.060445795;0.119851253;0.819434302;0.760306228;0.273435606
119;E:\Data\CT2020\Portraits\Chine\260.JPG;Chine;42.53158978;169.183125;1.83989518;0.997016959;0.139363926;1.146606842;0.929250746;0.365928602
120;E:\Data\CT2020\Portraits\Chine\262.JPG;Chine;44.72760422;154.513125;1.77944498;1.035663992;0.18087609;1.030635833;0.910561605;0.339669574
121;E:\Data\CT2020\Portraits\Chine\264.JPG;Chine;49.48185031;152.386875;1.818911041;1.041451933;0.160533336;0.900550268;0.819661209;0.313082242
122;E:\Data\CT2020\Portraits\Chine\265.JPG;Chine;42.2407195;142.3575;1.81311817;1.003585914;0.130881691;0.918496718;0.789277463;0.306131605
123;E:\Data\CT2020\Portraits\Chine\268.JPG;Chine;45.2388913;136.90125;1.800280418;1.111154015;0.147333861;0.973746692;0.814677336;0.309740059
124;E:\Data\CT2020\Portraits\Chine\270.JPG;Chine;45.68441685;154.726875;1.792317664;1.073652916;0.174794776;0.876578903;0.791625298;0.29593595
125;E:\Data\CT2020\Portraits\Chine\272.JPG;Chine;42.08340386;187.61625;1.795710724;0.97164219;0.169814571;0.998144741;0.861366232;0.346100108
126;E:\Data\CT2020\Portraits\Chine\274.JPG;Chine;49.37747395;159.53625;1.804228819;1.006706473;0.162032488;0.927832563;0.804809762;0.305593611
127;E:\Data\CT2020\Portraits\Chine\275.JPG;Chine;46.15823553;166.303125;1.764233669;0.99492564;0.164004922;0.866204227;0.766320687;0.283454727
128;E:\Data\CT2020\Portraits\Chine\278.JPG;Chine;50.85489207;159.4575;1.776353298;0.999413033;0.15742289;0.737305057;0.703330344;0.249122969
129;E:\Data\CT2020\Portraits\Chine\280.JPG;Chine;44.50654705;187.45875;1.806200171;0.98806043;0.153085813;1.020461779;0.900715939;0.345165628
130;E:\Data\CT2020\Portraits\Chine\282.JPG;Chine;44.83379656;132.350625;1.784775477;1.082511228;0.13630354;0.788148648;0.724601513;0.269006296
131;E:\Data\CT2020\Portraits\Chine\284.JPG;Chine;43.78008798;79.948125;1.771896414;1.098459558;0.104118767;0.535246021;0.499954332;0.179197912
132;E:\Data\CT2020\Portraits\Chine\285.JPG;Chine;46.87682238;135.613125;1.823868541;1.094632606;0.136581408;0.77194944;0.746343585;0.267199332
133;E:\Data\CT2020\Portraits\Chine\287.JPG;Chine;46.05681716;160.284375;1.789656098;1.044976777;0.178785074;0.933740891;0.813484124;0.306463975
134;E:\Data\CT2020\Portraits\Chine\290.JPG;Chine;42.5036447;165.808125;1.802578762;0.968162215;0.177525222;0.89132695;0.771015623;0.294445492
135;E:\Data\CT2020\Portraits\Chine\291.JPG;Chine;41.8028451;137.581875;1.789846925;1.057367044;0.184520628;0.869554842;0.720270575;0.281242496
136;E:\Data\CT2020\Portraits\Chine\294.JPG;Chine;46.44121857;151.351875;1.804066025;1.065420982;0.184263169;0.973734044;0.826661727;0.311884226
137;E:\Data\CT2020\Portraits\Chine\295.JPG;Chine;44.79754458;177.249375;1.811529342;1.028580064;0.152051133;1.06263693;0.857418867;0.3450543
138;E:\Data\CT2020\Portraits\Chine\298.JPG;Chine;43.91324503;179.724375;1.808123884;1.032974965;0.131227894;1.05512369;0.808560082;0.322626775
139;E:\Data\CT2020\Portraits\Chine\299.JPG;Chine;44.31453573;169.880625;1.786155447;1.078257234;0.16221938;0.880159017;0.718178709;0.279204559
140;E:\Data\CT2020\Portraits\Chine\301.JPG;Chine;41.84581654;209.570625;1.789154743;0.996082866;0.144084492;1.020091171;0.881673272;0.340731705
141;E:\Data\CT2020\Portraits\Chine\304.JPG;Chine;49.98576924;151.875;1.790076418;1.093269853;0.123099402;0.790041993;0.705892639;0.263095677
142;E:\Data\CT2020\Portraits\Chine\306.JPG;Chine;44.18454641;103.1625;1.779038077;1.114181697;0.132190055;0.647961289;0.626167192;0.221798959
143;E:\Data\CT2020\Portraits\Chine\308.JPG;Chine;49.76935208;136.344375;1.776601759;1.127841967;0.193239205;0.908868565;0.734666655;0.286584118
144;E:\Data\CT2020\Portraits\Chine\310.JPG;Chine;40.28048799;192.33;1.799670901;0.931551501;0.142244286;1.059909602;0.903070988;0.344469127
145;E:\Data\CT2020\Portraits\Chine\311.JPG;Chine;40.10991489;109.8675;1.821594673;1.045696114;0.119442632;0.939475007;0.837777078;0.323607391
146;E:\Data\CT2020\Portraits\Chine\314.JPG;Chine;49.40437064;160.07625;1.837551993;1.02310544;0.169062629;0.984303508;0.856912923;0.33415609
147;E:\Data\CT2020\Portraits\Chine\316.JPG;Chine;44.9104286;133.093125;1.812705014;1.096529935;0.152865687;0.944375957;0.769204014;0.303847188
148;E:\Data\CT2020\Portraits\Chine\317.JPG;Chine;47.96854484;177.046875;1.83488049;1.038487497;0.143707102;0.984172588;0.825894375;0.328969427
149;E:\Data\CT2020\Portraits\Chine\320.JPG;Chine;45.0905261;147.00375;1.822133643;1.019242805;0.152350836;0.956464633;0.863411432;0.332812203
150;E:\Data\CT2020\Portraits\Chine\322.JPG;Chine;42.75753822;160.025625;1.80403124;1.001333367;0.108045785;1.005137635;0.874893899;0.338775294
151;E:\Data\CT2020\Portraits\Chine\323.JPG;Chine;42.74840445;119.649375;1.821526138;0.985609341;0.123953383;0.814351223;0.778573403;0.294056276
152;E:\Data\CT2020\Portraits\Chine\325.JPG;Chine;42.55739342;157.786875;1.795991735;0.974775864;0.151746419;0.93968425;0.861584879;0.310470096
153;E:\Data\CT2020\Portraits\Chine\327.JPG;Chine;43.01974059;154.681875;1.806054572;0.947922002;0.149980963;1.031945718;0.895841247;0.348860021
154;E:\Data\CT2020\Portraits\Chine\329.JPG;Chine;42.77567275;131.563125;1.809780412;0.992550765;0.123878526;0.812876109;0.743836341;0.278205927
155;E:\Data\CT2020\Portraits\Chine\331.JPG;Chine;46.83013017;130.64625;1.785911168;1.043713401;0.167689841;0.791191931;0.728074809;0.259566345
156;E:\Data\CT2020\Portraits\Chine\333.JPG;Chine;47.213755;186.699375;1.813683629;1.003013322;0.153967383;1.075903952;0.951388973;0.359626949
157;E:\Data\CT2020\Portraits\Chine\336.JPG;Chine;45.39836568;186.7725;1.796874134;1.035532794;0.16242714;0.993687351;0.843530732;0.334402832
158;E:\Data\CT2020\Portraits\Chine\338.JPG;Chine;44.06134337;107.96625;1.786316643;1.052692909;0.122096647;0.6555788;0.586271541;0.220874406
159;E:\Data\CT2020\Portraits\Chine\340.JPG;Chine;41.71458538;129.78;1.757072513;1.05093682;0.161712497;0.74949705;0.721171985;0.269610049
160;E:\Data\CT2020\Portraits\Chine\342.JPG;Chine;46.74045402;180.1125;1.781381693;1.001684394;0.171434287;0.904676049;0.828862882;0.307867714
161;E:\Data\CT2020\Portraits\Chine\343.JPG;Chine;46.35031563;204.091875;1.800353055;0.994815907;0.147103563;1.104286112;0.959479151;0.366088734
162;E:\Data\CT2020\Portraits\Chine\346.JPG;Chine;47.29023466;187.678125;1.809189633;0.991709367;0.175204533;1.037097047;0.906845619;0.342382061
163;E:\Data\CT2020\Portraits\Chine\347.JPG;Chine;47.0138397;129.785625;1.744894016;1.120996619;0.140735324;0.752344524;0.692177433;0.252679488
164;E:\Data\CT2020\Portraits\Chine\349.JPG;Chine;43.34118631;205.633125;1.832386306;1.014822791;0.137595338;1.1317079;1.031240343;0.390810679
165;E:\Data\CT2020\Portraits\Chine\352.JPG;Chine;49.64723063;139.3875;1.792085816;1.079055553;0.13064031;0.824296144;0.745641279;0.276922569
166;E:\Data\CT2020\Portraits\Chine\354.JPG;Chine;42.64378964;155.694375;1.795290186;1.033317809;0.128896735;0.88130262;0.808825276;0.30724615
167;E:\Data\CT2020\Portraits\Chine\355.JPG;Chine;40.73793749;117.613125;1.787526416;1.07616024;0.135444818;0.808814528;0.745007063;0.268882708
168;E:\Data\CT2020\Portraits\Chine\358.JPG;Chine;49.4624909;191.475;1.7955211;0.987529915;0.169370133;0.98794055;0.926721757;0.334301157
169;E:\Data\CT2020\Portraits\Chine\360.JPG;Chine;47.35035469;183.099375;1.792799988;1.039250527;0.168187953;0.99930806;0.853135612;0.329446296
170;E:\Data\CT2020\Portraits\Chine\362.JPG;Chine;41.06397348;167.18625;1.78878574;0.978090804;0.164984155;1.018708862;0.946320249;0.349232575
171;E:\Data\CT2020\Portraits\Chine\363.JPG;Chine;43.61360107;172.02375;1.781858038;0.992485227;0.151073794;0.973300481;0.777326668;0.312257872
172;E:\Data\CT2020\Portraits\Chine\365.JPG;Chine;44.22218995;142.115625;1.827204631;1.014554281;0.169244319;0.92993277;0.807187039;0.317552983
173;E:\Data\CT2020\Portraits\Chine\367.JPG;Chine;44.22843764;186.39;1.800458916;0.857500413;0.14526787;1.16641119;1.081407662;0.396426769
174;E:\Data\CT2020\Portraits\Chine\369.JPG;Chine;42.40871896;139.741875;1.777683103;0.999927451;0.170146318;0.940912888;0.821443685;0.31142206
175;E:\Data\CT2020\Portraits\Chine\372.JPG;Chine;46.7330997;167.00625;1.785165305;0.969092713;0.149671274;0.906025333;0.808748032;0.297827166
