id;name;folder;ell_L;ell_R;in_angle_L;in_angle_R;out_angle_L;out_angle_R;tilt_L;tilt_R;dist_L;dist_R;sagging_L;sagging_R;golden_ratio_L;golden_ratio_R;area_L;area_R;ratio_L;ratio_R;ratio1_L;ratio1_R;ratio2_L;ratio2_R
56;E:\Data\Etude_typo_regard\EXTRACT\COREE\13_Front_Open_Standard.jpg;COREE;0.3901596051544986;0.39481423570434476;1.0167890691950092;0.9730867777019828;1.1781522784066996;1.2837300610303743;0.08913516609956343;0.08555330073972388;487.201190474736;483.911148869294;0.8848924158301341;0.8841237049147332;1.8415635004523756;1.8476787670811274;112073.5;109853.0;1.328574465747856;1.3220458985953216;1.3470291474478884;1.3401338974233814;2.0561659033912707;2.0561659033912707
57;E:\Data\Etude_typo_regard\EXTRACT\COREE\14_Front_Open_Standard.jpg;COREE;0.3747258859798313;0.3732703340937575;0.9502270573958785;0.9323756244406435;1.1654520863857414;1.1768610049178736;0.09444875700409394;0.09255912284678276;500.7594232762874;520.1480558456409;0.9592810668723745;0.978119348782323;1.8219608158875649;1.825580970279612;113137.0;113196.5;1.344317277405111;1.3451616662141068;1.3658448990585468;1.3667420812764166;2.06252262975496;2.06252262975496
58;E:\Data\Etude_typo_regard\EXTRACT\COREE\15_Front_Open_Standard.jpg;COREE;0.37656506430811404;0.35784430307796317;0.8922756867241516;0.916201006507329;1.2612471629599376;1.1446037549198462;0.18816515565048525;0.16367202993608335;420.3296325504544;481.8672016230198;0.9616079434487386;0.9557494034082071;1.8224774458418522;1.8379625760777223;98603.5;96823.5;1.3300726664770286;1.3339773196906395;1.3443990215015318;1.3484731508755978;2.043403639499789;2.043403639499789
59;E:\Data\Etude_typo_regard\EXTRACT\COREE\16_Front_Open_Standard.jpg;COREE;0.38258940952920306;0.35496178377065196;0.9437493423722366;0.9270011936679645;1.216210481675509;1.0768974979608124;0.09544081593643931;0.0777578619492174;402.9516099980245;460.92190227846623;0.7979787747146335;0.7985817966977535;1.8292267372601034;1.8488019607679138;84425.5;86527.0;1.3137188342817279;1.330299815627831;1.332600958121866;1.3501799163471226;2.060188046673607;2.060188046673607
60;E:\Data\Etude_typo_regard\EXTRACT\COREE\17_Front_Open_Standard.jpg;COREE;0.39068021275336756;0.368599734262564;0.9549133622819718;0.9372133058336976;1.2415646152110267;1.1531083237913824;0.15086237511562162;0.13562191560868955;453.61657818029533;492.1107598904946;1.0179147772023662;0.9858739211533984;1.8407533948545645;1.8535970398908317;107105.0;108405.5;1.3388081070728008;1.3511511335102342;1.3564450805191002;1.369430634762036;2.0520559369097664;2.0520559369097664
61;E:\Data\Etude_typo_regard\EXTRACT\COREE\18_Front_Open_Standard.jpg;COREE;0.3624402939854958;0.3558388737698082;0.892502738722839;0.9183083788739952;1.1934619413968677;1.1208948726884416;0.07935639740520571;0.07626408377248621;470.01702096839006;519.9249945905659;0.7389733851445484;0.7158977132618237;1.8569225655861443;1.8653919303072781;109402.0;115318.5;1.3359574816355462;1.3480062920997231;1.3742730502381457;1.3876960138292969;2.114048862421719;2.114048862421719
62;E:\Data\Etude_typo_regard\EXTRACT\COREE\19_Front_Open_Standard.jpg;COREE;0.3506043349274981;0.34808076667361604;0.8935739287894477;0.9000998519016657;1.1067529916572483;1.0935901556238135;0.17625067549563422;0.1717621248150263;466.8361596963114;485.828158920415;1.031504493146268;1.0512399588711365;1.8045969113696698;1.8132017190509884;91414.0;94249.0;1.3152534906554183;1.321153340227331;1.325517927364036;1.3316098719779272;2.0325593118327663;2.0325593118327663
63;E:\Data\Etude_typo_regard\EXTRACT\COREE\20_Front_Open_Standard.jpg;COREE;0.3372458308623256;0.3551669094779089;0.8568894004449215;0.9079308188347435;1.0859504801880138;1.1385702702846883;0.056590829737977515;0.06634069624595465;541.7240995193033;469.4603284623739;0.8485023438773911;0.8701230571840988;1.837836304434008;1.8100060788656882;92991.5;86007.0;1.3304432622262552;1.308483073567015;1.3726176564269523;1.3478546941629588;2.127629759846095;2.127629759846095
64;E:\Data\Etude_typo_regard\EXTRACT\COREE\21_Front_Open_Standard.jpg;COREE;0.27208908690350475;0.27375729905047813;0.7409018103212909;0.7470891081968625;0.8323628800554407;0.8448298749785411;0.16169889725318579;0.16345422993037248;538.435697182124;515.3794718457459;1.055359675127746;1.0876830482878759;1.7953790047201903;1.7969997157653894;75674.5;73451.5;1.3464752651608034;1.3395690815021437;1.3648033665427899;1.3575318545418606;2.0528987296495176;2.0528987296495176
65;E:\Data\Etude_typo_regard\EXTRACT\COREE\22_Front_Open_Standard.jpg;COREE;0.399208520851207;0.38592724770421966;0.9929831288509645;1.0089897136725827;1.3137700538138466;1.2444839224152147;0.11991337985783107;0.11656949220059627;475.94642555649057;457.35106865514155;0.9284790265337987;0.8908290708830017;1.8535701217154363;1.8439132913628158;109410.5;104314.0;1.3398469096095755;1.336685676273868;1.367723551515097;1.3643030115116297;2.082027057234526;2.082027057234526
66;E:\Data\Etude_typo_regard\EXTRACT\COREE\23_Front_Open_Standard.jpg;COREE;0.36051997016402965;0.33312065426443405;0.8622707393225447;0.8185402163827568;1.1823730138114894;1.0794646294828387;0.13974293333469326;0.12234074154982416;446.0784684335257;451.88494110780016;1.0096656158126243;1.000452414075925;1.8351187830316351;1.8402031485659969;106474.0;107843.0;1.3441018854448716;1.3598201993613765;1.3591169411534025;1.3755211314602545;2.0436354938570553;2.0436354938570553
67;E:\Data\Etude_typo_regard\EXTRACT\COREE\24_Front_Open_Standard.jpg;COREE;0.2674750839948564;0.26113037801563216;0.7178977076181031;0.6994654367062039;0.8479881849635081;0.8329812666744316;0.14887088281021882;0.1342336936918236;525.3237097257271;542.3651906234396;1.0724588497308998;1.1118959480959665;1.8651649289041563;1.8606681975154493;77506.0;76467.0;1.416078262975246;1.419388098130476;1.450054047900689;1.4536341549191225;2.0816571975726217;2.0816571975726217
68;E:\Data\Etude_typo_regard\EXTRACT\COREE\25_Front_Open_Standard.jpg;COREE;0.34078823231390226;0.3320949912073572;0.8747924401256676;0.8680917855960045;1.1127667485368622;1.0530720682895458;0.124886574154103;0.11676232888173799;477.03249365216203;534.4165042361623;1.0065325534365734;1.017068913889315;1.8154075436480677;1.827909707495081;102021.5;102756.0;1.3455761576548257;1.3519953142633503;1.3806398160355369;1.3877102881628778;2.1014643447009274;2.1014643447009274
69;E:\Data\Etude_typo_regard\EXTRACT\COREE\26_Front_Open_Standard.jpg;COREE;0.322476039340001;0.33340471113522546;0.8214194593946508;0.894657019573259;1.0593776992210473;1.0264863777999755;0.09616213374584821;0.10718562836206433;507.4426075922281;509.65478512420543;0.9643096170221056;0.9772998108805928;1.8600287674977676;1.8504797721589514;87990.0;90620.0;1.3531494727215678;1.3521303862542668;1.3726836370993332;1.3716081807260716;2.0553141541660085;2.0553141541660085
70;E:\Data\Etude_typo_regard\EXTRACT\COREE\27_Front_Open_Standard.jpg;COREE;0.34625574109234475;0.31695160503700726;0.8811198317856885;0.8344763056639967;1.1232988292387935;0.9952605492736742;0.12309873918736448;0.12075968705047473;518.0588769628409;509.5743321636207;1.011220990132677;1.016531143706552;1.8412423186676274;1.8213060682822793;111063.0;100890.5;1.3716123233175832;1.3708784834970202;1.3929027800182396;1.3921268969608285;2.057292116985209;2.057292116985209
71;E:\Data\Etude_typo_regard\EXTRACT\COREE\28_Front_Open_Standard.jpg;COREE;0.3908006145976988;0.37389468031437384;0.9556550005136686;0.9221971827375668;1.2526951300796143;1.180588620671925;0.14106913870084112;0.14076008487456276;497.2132339348984;520.4997598462462;1.0016818229159057;1.0242622769019387;1.830709052832816;1.826129089547723;111589.0;111262.0;1.343155008674601;1.351325079917478;1.353055859442631;1.3614616569727396;2.028852415141108;2.028852415141108
72;E:\Data\Etude_typo_regard\EXTRACT\COREE\29_Front_Open_Standard.jpg;COREE;0.31572814321321924;0.3068284879306866;0.8239755061465633;0.8131687999908693;1.0279686101382104;0.9824398059214671;0.1825318640338653;0.1889690015634337;524.3071618812774;479.67176277116835;1.0538476699606112;1.0864389172306028;1.8642630300872256;1.8441446384056126;82010.0;84187.5;1.3681280517531207;1.3781836073811002;1.4047182369239741;1.4157732671659402;2.099395264763447;2.099395264763447
73;E:\Data\Etude_typo_regard\EXTRACT\COREE\30_Front_Open_Standard.jpg;COREE;0.31740585449180553;0.31288174613051173;0.8296250444081189;0.817344498669105;0.998265440793856;0.9844438867660089;0.13370704019281585;0.12663266434396175;516.9535762522588;552.6345989892417;1.0465113998590676;1.072677557336115;1.8200723043238578;1.8245223388004799;91099.0;94128.0;1.3459938834812668;1.3535246566406622;1.3689765061437096;1.3770075104520991;2.066424939167131;2.066424939167131
74;E:\Data\Etude_typo_regard\EXTRACT\COREE\31_Front_Open_Standard.jpg;COREE;0.2957855711390146;0.2780635602998349;0.74375558429886;0.7403618457095558;0.9751786650559343;0.8595500426661513;0.09949190023539606;0.10023739208185735;464.79672976474353;523.6191363959114;1.0760119357937725;1.092304460594938;1.79282486265033;1.8151865469368396;70943.0;69951.0;1.311565700315949;1.3190838071034483;1.3202921529347513;1.3280208297644525;2.028008386706087;2.028008386706087
75;E:\Data\Etude_typo_regard\EXTRACT\COREE\32_Front_Open_Standard.jpg;COREE;0.3590589339839986;0.34797503404696994;0.8658887318509182;0.9034438398524793;1.1680236631301049;1.0197480653929287;0.16527707208403186;0.13400253461532993;442.6341604530766;509.7548430373173;1.0217730187493135;1.014714640889075;1.8142212167681377;1.8352396089986025;72727.0;75374.0;1.297612084321218;1.3078548015254534;1.316173046682604;1.327054564186027;2.062366292698495;2.062366292698495
